day,demography,new_cases,hosp,icu,recovered,death,infected
2020-03-18,f_0,128.0,17,2,35,0,109.0
2020-03-18,h_0,136.0,23,4,39,0,109.0
2020-03-18,f_20,63.0,21,3,36,0,39.0
2020-03-18,h_20,67.0,29,6,40,1,32.0
2020-03-18,f_30,64.0,48,8,42,0,8.0
2020-03-18,h_30,63.0,64,16,47,1,-17.0
2020-03-18,f_40,69.0,86,17,50,2,-34.0
2020-03-18,h_40,67.0,115,36,57,3,-84.0
2020-03-18,f_50,74.0,173,41,71,2,-140.0
2020-03-18,h_50,73.0,234,91,81,2,-252.0
2020-03-18,f_60,71.0,248,69,60,8,-246.0
2020-03-18,h_60,67.0,336,151,68,9,-420.0
2020-03-18,f_70,64.0,291,71,49,19,-298.0
2020-03-18,h_70,57.0,394,155,55,23,-492.0
2020-03-18,f_80,22.0,351,29,36,65,-358.0
2020-03-18,h_80,11.0,475,65,40,81,-529.0
2020-03-19,f_0,163.0,19,2,49,0,142.0
2020-03-19,h_0,174.0,26,6,51,0,142.0
2020-03-19,f_20,81.0,26,3,60,1,52.0
2020-03-19,h_20,86.0,37,8,61,1,41.0
2020-03-19,f_30,82.0,72,11,69,0,-1.0
2020-03-19,h_30,81.0,99,27,72,1,-45.0
2020-03-19,f_40,89.0,126,23,78,3,-60.0
2020-03-19,h_40,86.0,175,57,81,3,-146.0
2020-03-19,f_50,94.0,243,63,121,4,-212.0
2020-03-19,h_50,93.0,337,153,125,6,-397.0
2020-03-19,f_60,91.0,359,87,90,14,-355.0
2020-03-19,h_60,86.0,496,211,93,19,-621.0
2020-03-19,f_70,81.0,433,97,89,34,-449.0
2020-03-19,h_70,73.0,598,234,92,44,-759.0
2020-03-19,f_80,28.0,552,36,71,102,-560.0
2020-03-19,h_80,14.0,762,89,73,134,-837.0
2020-03-20,f_0,217.0,20,2,59,0,195.0
2020-03-20,h_0,230.0,27,5,59,0,198.0
2020-03-20,f_20,107.0,33,3,72,0,71.0
2020-03-20,h_20,113.0,45,9,74,1,59.0
2020-03-20,f_30,109.0,89,15,88,0,5.0
2020-03-20,h_30,107.0,122,38,90,1,-53.0
2020-03-20,f_40,117.0,155,28,95,3,-66.0
2020-03-20,h_40,114.0,212,69,97,3,-167.0
2020-03-20,f_50,125.0,293,71,143,5,-239.0
2020-03-20,h_50,123.0,400,178,145,7,-455.0
2020-03-20,f_60,121.0,432,101,113,17,-412.0
2020-03-20,h_60,113.0,590,254,114,22,-731.0
2020-03-20,f_70,108.0,505,108,110,44,-505.0
2020-03-20,h_70,97.0,690,269,111,58,-862.0
2020-03-20,f_80,37.0,634,37,95,122,-634.0
2020-03-20,h_80,19.0,864,94,97,161,-939.0
2020-03-21,f_0,188.0,20,2,59,0,166.0
2020-03-21,h_0,200.0,27,5,59,0,168.0
2020-03-21,f_20,93.0,35,5,81,0,53.0
2020-03-21,h_20,98.0,49,12,80,1,37.0
2020-03-21,f_30,95.0,102,17,110,0,-24.0
2020-03-21,h_30,93.0,141,44,110,1,-92.0
2020-03-21,f_40,102.0,182,35,116,3,-115.0
2020-03-21,h_40,99.0,251,88,115,3,-240.0
2020-03-21,f_50,109.0,350,80,173,7,-321.0
2020-03-21,h_50,107.0,481,204,171,9,-578.0
2020-03-21,f_60,105.0,505,116,144,21,-516.0
2020-03-21,h_60,98.0,693,294,142,29,-889.0
2020-03-21,f_70,94.0,610,128,138,56,-644.0
2020-03-21,h_70,84.0,839,326,137,76,-1081.0
2020-03-21,f_80,32.0,743,42,119,148,-753.0
2020-03-21,h_80,17.0,1021,106,118,200,-1110.0
2020-03-22,f_0,215.0,23,2,64,0,190.0
2020-03-22,h_0,229.0,33,4,63,0,192.0
2020-03-22,f_20,106.0,44,5,90,0,57.0
2020-03-22,h_20,112.0,60,12,90,1,40.0
2020-03-22,f_30,108.0,121,20,128,1,-33.0
2020-03-22,h_30,106.0,168,52,126,1,-114.0
2020-03-22,f_40,117.0,218,40,141,4,-141.0
2020-03-22,h_40,113.0,303,102,140,5,-292.0
2020-03-22,f_50,124.0,421,95,198,7,-392.0
2020-03-22,h_50,122.0,583,243,196,9,-704.0
2020-03-22,f_60,120.0,593,133,171,28,-606.0
2020-03-22,h_60,112.0,824,338,169,37,-1050.0
2020-03-22,f_70,107.0,713,146,160,68,-752.0
2020-03-22,h_70,96.0,990,372,158,92,-1266.0
2020-03-22,f_80,37.0,847,45,141,175,-855.0
2020-03-22,h_80,19.0,1175,116,140,238,-1272.0
2020-03-23,f_0,181.0,27,3,71,0,151.0
2020-03-23,h_0,193.0,37,9,73,0,147.0
2020-03-23,f_20,90.0,54,7,104,0,29.0
2020-03-23,h_20,95.0,75,18,105,1,2.0
2020-03-23,f_30,91.0,152,24,148,1,-85.0
2020-03-23,h_30,90.0,211,63,150,1,-184.0
2020-03-23,f_40,98.0,259,48,167,5,-209.0
2020-03-23,h_40,96.0,359,122,170,6,-385.0
2020-03-23,f_50,105.0,511,115,233,10,-521.0
2020-03-23,h_50,103.0,707,295,237,14,-899.0
2020-03-23,f_60,102.0,723,165,196,36,-786.0
2020-03-23,h_60,95.0,1000,425,200,51,-1330.0
2020-03-23,f_70,90.0,850,169,179,86,-929.0
2020-03-23,h_70,81.0,1174,434,182,121,-1527.0
2020-03-23,f_80,31.0,1010,45,157,214,-1024.0
2020-03-23,h_80,16.0,1395,117,160,304,-1496.0
2020-03-24,f_0,447.0,25,3,86,0,419.0
2020-03-24,h_0,475.0,35,7,85,0,433.0
2020-03-24,f_20,220.0,61,8,134,0,151.0
2020-03-24,h_20,234.0,86,20,133,1,128.0
2020-03-24,f_30,224.0,165,29,196,1,30.0
2020-03-24,h_30,221.0,232,74,194,2,-85.0
2020-03-24,f_40,242.0,309,58,214,5,-125.0
2020-03-24,h_40,236.0,436,149,213,8,-349.0
2020-03-24,f_50,258.0,599,143,297,14,-484.0
2020-03-24,h_50,254.0,846,366,294,22,-958.0
2020-03-24,f_60,250.0,847,193,265,45,-790.0
2020-03-24,h_60,234.0,1196,497,263,69,-1459.0
2020-03-24,f_70,222.0,995,205,227,101,-978.0
2020-03-24,h_70,200.0,1404,527,225,157,-1731.0
2020-03-24,f_80,77.0,1162,54,207,259,-1139.0
2020-03-24,h_80,39.0,1640,139,205,403,-1740.0
2020-03-25,f_0,285.0,29,4,98,0,252.0
2020-03-25,h_0,303.0,41,10,97,1,252.0
2020-03-25,f_20,140.0,66,8,161,1,66.0
2020-03-25,h_20,149.0,97,21,159,1,31.0
2020-03-25,f_30,143.0,189,30,242,1,-76.0
2020-03-25,h_30,141.0,274,81,238,2,-214.0
2020-03-25,f_40,154.0,365,66,282,6,-277.0
2020-03-25,h_40,150.0,530,179,278,9,-559.0
2020-03-25,f_50,164.0,697,160,367,19,-693.0
2020-03-25,h_50,162.0,1013,433,362,27,-1284.0
2020-03-25,f_60,159.0,996,226,335,56,-1063.0
2020-03-25,h_60,149.0,1450,613,331,83,-1914.0
2020-03-25,f_70,142.0,1172,232,288,130,-1262.0
2020-03-25,h_70,128.0,1706,627,284,191,-2205.0
2020-03-25,f_80,49.0,1344,56,257,343,-1351.0
2020-03-25,h_80,25.0,1955,152,253,503,-2082.0
2020-03-26,f_0,341.0,33,4,105,0,304.0
2020-03-26,h_0,363.0,48,12,104,1,303.0
2020-03-26,f_20,168.0,74,9,186,1,85.0
2020-03-26,h_20,178.0,109,24,184,1,45.0
2020-03-26,f_30,171.0,209,33,288,2,-71.0
2020-03-26,h_30,168.0,306,91,284,4,-229.0
2020-03-26,f_40,185.0,413,73,342,7,-301.0
2020-03-26,h_40,180.0,604,199,337,10,-623.0
2020-03-26,f_50,197.0,802,187,459,24,-792.0
2020-03-26,h_50,194.0,1175,515,454,35,-1496.0
2020-03-26,f_60,191.0,1148,259,409,68,-1216.0
2020-03-26,h_60,178.0,1681,709,404,100,-2212.0
2020-03-26,f_70,170.0,1340,259,356,164,-1429.0
2020-03-26,h_70,153.0,1962,710,351,241,-2519.0
2020-03-26,f_80,59.0,1534,59,315,413,-1534.0
2020-03-26,h_80,30.0,2244,163,311,607,-2377.0
2020-03-27,f_0,457.0,36,3,117,0,418.0
2020-03-27,h_0,485.0,53,10,118,1,422.0
2020-03-27,f_20,225.0,86,10,202,1,129.0
2020-03-27,h_20,239.0,127,27,204,1,85.0
2020-03-27,f_30,229.0,235,35,324,2,-41.0
2020-03-27,h_30,225.0,350,98,325,4,-223.0
2020-03-27,f_40,247.0,465,83,390,8,-301.0
2020-03-27,h_40,241.0,691,230,391,12,-680.0
2020-03-27,f_50,263.0,910,207,527,29,-854.0
2020-03-27,h_50,260.0,1353,573,529,42,-1666.0
2020-03-27,f_60,255.0,1297,295,479,80,-1337.0
2020-03-27,h_60,239.0,1928,816,482,117,-2505.0
2020-03-27,f_70,227.0,1499,289,409,191,-1561.0
2020-03-27,h_70,204.0,2229,799,412,277,-2824.0
2020-03-27,f_80,78.0,1702,63,360,493,-1687.0
2020-03-27,h_80,40.0,2530,175,361,716,-2665.0
2020-03-28,f_0,443.0,40,4,125,0,399.0
2020-03-28,h_0,471.0,59,12,126,1,400.0
2020-03-28,f_20,219.0,94,11,230,1,114.0
2020-03-28,h_20,232.0,139,31,233,1,62.0
2020-03-28,f_30,223.0,257,37,372,4,-71.0
2020-03-28,h_30,219.0,382,103,377,5,-266.0
2020-03-28,f_40,240.0,522,90,451,10,-372.0
2020-03-28,h_40,234.0,777,255,457,15,-798.0
2020-03-28,f_50,256.0,1039,232,608,33,-1015.0
2020-03-28,h_50,252.0,1544,658,616,50,-1950.0
2020-03-28,f_60,248.0,1460,336,566,95,-1548.0
2020-03-28,h_60,232.0,2171,952,573,142,-2891.0
2020-03-28,f_70,221.0,1666,315,479,224,-1760.0
2020-03-28,h_70,199.0,2478,893,485,331,-3172.0
2020-03-28,f_80,76.0,1891,66,422,556,-1881.0
2020-03-28,h_80,39.0,2811,186,427,823,-2958.0
2020-03-29,f_0,537.0,44,4,128,0,489.0
2020-03-29,h_0,571.0,67,12,128,1,492.0
2020-03-29,f_20,265.0,104,11,245,1,150.0
2020-03-29,h_20,281.0,156,33,245,2,92.0
2020-03-29,f_30,270.0,291,40,409,4,-61.0
2020-03-29,h_30,265.0,436,116,411,6,-287.0
2020-03-29,f_40,291.0,580,94,491,12,-383.0
2020-03-29,h_40,283.0,871,273,493,17,-861.0
2020-03-29,f_50,310.0,1166,253,648,38,-1109.0
2020-03-29,h_50,306.0,1750,738,651,57,-2182.0
2020-03-29,f_60,300.0,1622,362,614,106,-1684.0
2020-03-29,h_60,281.0,2435,1058,616,160,-3212.0
2020-03-29,f_70,267.0,1806,330,528,254,-1869.0
2020-03-29,h_70,240.0,2711,963,529,383,-3434.0
2020-03-29,f_80,92.0,2000,63,455,613,-1971.0
2020-03-29,h_80,47.0,3002,184,456,927,-3139.0
2020-03-30,f_0,303.0,49,6,137,0,248.0
2020-03-30,h_0,322.0,73,16,138,1,233.0
2020-03-30,f_20,149.0,113,11,263,1,25.0
2020-03-30,h_20,158.0,171,31,267,2,-44.0
2020-03-30,f_30,152.0,306,41,440,5,-195.0
2020-03-30,h_30,149.0,460,121,447,8,-432.0
2020-03-30,f_40,164.0,622,104,560,13,-562.0
2020-03-30,h_40,160.0,936,310,568,20,-1086.0
2020-03-30,f_50,175.0,1279,275,730,44,-1379.0
2020-03-30,h_50,172.0,1925,814,741,67,-2567.0
2020-03-30,f_60,169.0,1761,393,691,125,-1985.0
2020-03-30,h_60,158.0,2650,1166,701,190,-3658.0
2020-03-30,f_70,151.0,1954,360,581,294,-2163.0
2020-03-30,h_70,135.0,2940,1066,590,448,-3871.0
2020-03-30,f_80,52.0,2152,65,483,700,-2165.0
2020-03-30,h_80,27.0,3238,192,490,1068,-3403.0
2020-03-31,f_0,509.0,48,6,144,0,455.0
2020-03-31,h_0,542.0,73,17,149,1,452.0
2020-03-31,f_20,251.0,116,11,298,2,124.0
2020-03-31,h_20,266.0,173,34,307,2,59.0
2020-03-31,f_30,256.0,325,45,512,5,-114.0
2020-03-31,h_30,252.0,486,133,528,9,-367.0
2020-03-31,f_40,276.0,661,116,680,15,-501.0
2020-03-31,h_40,269.0,991,338,699,24,-1060.0
2020-03-31,f_50,294.0,1392,304,872,53,-1402.0
2020-03-31,h_50,290.0,2085,891,897,84,-2686.0
2020-03-31,f_60,285.0,1936,439,817,146,-2090.0
2020-03-31,h_60,266.0,2901,1286,841,229,-3921.0
2020-03-31,f_70,254.0,2100,390,699,336,-2236.0
2020-03-31,h_70,228.0,3147,1142,719,530,-4061.0
2020-03-31,f_80,88.0,2359,68,568,792,-2339.0
2020-03-31,h_80,45.0,3534,200,585,1248,-3689.0
2020-04-01,f_0,882.0,52,7,150,0,823.0
2020-04-01,h_0,938.0,77,22,157,1,839.0
2020-04-01,f_20,435.0,125,13,328,2,297.0
2020-04-01,h_20,461.0,188,38,344,2,235.0
2020-04-01,f_30,443.0,330,50,566,6,63.0
2020-04-01,h_30,436.0,493,145,596,9,-202.0
2020-04-01,f_40,478.0,722,126,775,17,-370.0
2020-04-01,h_40,465.0,1081,366,815,28,-982.0
2020-04-01,f_50,509.0,1498,333,1010,64,-1322.0
2020-04-01,h_50,502.0,2241,972,1062,104,-2711.0
2020-04-01,f_60,494.0,2121,483,956,165,-2110.0
2020-04-01,h_60,461.0,3174,1409,1005,266,-4122.0
2020-04-01,f_70,439.0,2270,414,809,379,-2245.0
2020-04-01,h_70,395.0,3396,1210,850,609,-4211.0
2020-04-01,f_80,152.0,2581,73,663,894,-2502.0
2020-04-01,h_80,78.0,3862,213,697,1437,-3997.0
2020-04-02,f_0,566.0,59,9,166,0,498.0
2020-04-02,h_0,602.0,88,26,176,1,488.0
2020-04-02,f_20,279.0,135,14,349,2,130.0
2020-04-02,h_20,296.0,201,41,370,2,54.0
2020-04-02,f_30,284.0,362,53,622,7,-131.0
2020-04-02,h_30,279.0,539,154,660,11,-414.0
2020-04-02,f_40,307.0,750,138,863,20,-581.0
2020-04-02,h_40,298.0,1118,398,915,33,-1218.0
2020-04-02,f_50,327.0,1583,354,1165,76,-1610.0
2020-04-02,h_50,322.0,2359,1020,1236,123,-3057.0
2020-04-02,f_60,317.0,2265,523,1098,187,-2471.0
2020-04-02,h_60,296.0,3374,1510,1165,302,-4588.0
2020-04-02,f_70,282.0,2421,438,921,429,-2577.0
2020-04-02,h_70,253.0,3606,1264,978,695,-4617.0
2020-04-02,f_80,97.0,2785,76,765,980,-2764.0
2020-04-02,h_80,50.0,4147,219,811,1587,-4316.0
2020-04-03,f_0,246.0,64,10,177,0,172.0
2020-04-03,h_0,262.0,94,29,191,1,139.0
2020-04-03,f_20,122.0,138,14,379,2,-30.0
2020-04-03,h_20,129.0,203,40,407,2,-114.0
2020-04-03,f_30,124.0,362,52,681,9,-290.0
2020-04-03,h_30,122.0,534,152,732,14,-564.0
2020-04-03,f_40,133.0,782,142,950,24,-791.0
2020-04-03,h_40,130.0,1153,417,1021,38,-1440.0
2020-04-03,f_50,142.0,1648,360,1294,89,-1866.0
2020-04-03,h_50,140.0,2431,1057,1391,142,-3348.0
2020-04-03,f_60,138.0,2366,543,1252,219,-2771.0
2020-04-03,h_60,129.0,3489,1596,1344,347,-4956.0
2020-04-03,f_70,123.0,2544,451,1057,489,-2872.0
2020-04-03,h_70,110.0,3751,1323,1136,776,-4964.0
2020-04-03,f_80,42.0,2995,77,882,1116,-3030.0
2020-04-03,h_80,22.0,4417,225,948,1774,-4620.0
2020-04-04,f_0,609.0,64,11,183,0,534.0
2020-04-04,h_0,648.0,93,30,203,1,525.0
2020-04-04,f_20,301.0,143,16,394,2,142.0
2020-04-04,h_20,319.0,206,48,435,2,65.0
2020-04-04,f_30,306.0,356,52,724,10,-102.0
2020-04-04,h_30,301.0,513,151,801,16,-363.0
2020-04-04,f_40,330.0,797,148,1015,26,-615.0
2020-04-04,h_40,321.0,1148,430,1121,41,-1257.0
2020-04-04,f_50,352.0,1680,375,1434,97,-1703.0
2020-04-04,h_50,347.0,2420,1086,1584,154,-3159.0
2020-04-04,f_60,341.0,2417,560,1386,247,-2636.0
2020-04-04,h_60,319.0,3483,1621,1531,392,-4785.0
2020-04-04,f_70,303.0,2655,468,1160,529,-2820.0
2020-04-04,h_70,273.0,3826,1354,1282,840,-4907.0
2020-04-04,f_80,105.0,3226,78,956,1208,-3199.0
2020-04-04,h_80,54.0,4649,226,1056,1915,-4821.0
2020-04-05,f_0,497.0,66,11,189,0,420.0
2020-04-05,h_0,528.0,93,32,210,1,403.0
2020-04-05,f_20,245.0,145,16,408,2,84.0
2020-04-05,h_20,260.0,208,47,452,2,5.0
2020-04-05,f_30,249.0,371,56,749,11,-178.0
2020-04-05,h_30,245.0,530,162,830,17,-447.0
2020-04-05,f_40,269.0,807,151,1061,29,-689.0
2020-04-05,h_40,262.0,1151,433,1176,45,-1322.0
2020-04-05,f_50,287.0,1726,389,1508,106,-1828.0
2020-04-05,h_50,283.0,2464,1116,1672,169,-3297.0
2020-04-05,f_60,278.0,2489,577,1462,260,-2788.0
2020-04-05,h_60,260.0,3551,1654,1622,415,-4945.0
2020-04-05,f_70,247.0,2725,476,1221,569,-2954.0
2020-04-05,h_70,222.0,3888,1364,1354,906,-5030.0
2020-04-05,f_80,85.0,3372,78,994,1274,-3365.0
2020-04-05,h_80,44.0,4813,225,1102,2030,-4994.0
2020-04-06,f_0,218.0,69,11,196,0,138.0
2020-04-06,h_0,232.0,98,30,219,1,104.0
2020-04-06,f_20,108.0,151,17,430,2,-60.0
2020-04-06,h_20,114.0,214,49,482,2,-149.0
2020-04-06,f_30,109.0,386,59,800,11,-336.0
2020-04-06,h_30,108.0,544,169,895,17,-605.0
2020-04-06,f_40,118.0,834,152,1121,34,-868.0
2020-04-06,h_40,115.0,1177,436,1254,53,-1498.0
2020-04-06,f_50,126.0,1764,395,1619,115,-2033.0
2020-04-06,h_50,124.0,2486,1137,1811,181,-3499.0
2020-04-06,f_60,122.0,2578,584,1554,292,-3040.0
2020-04-06,h_60,114.0,3634,1679,1738,461,-5199.0
2020-04-06,f_70,109.0,2816,479,1299,620,-3186.0
2020-04-06,h_70,98.0,3970,1376,1453,982,-5248.0
2020-04-06,f_80,37.0,3538,78,1041,1420,-3579.0
2020-04-06,h_80,19.0,4988,224,1164,2246,-5193.0
2020-04-07,f_0,455.0,70,11,211,0,374.0
2020-04-07,h_0,484.0,97,32,239,1,355.0
2020-04-07,f_20,225.0,147,16,468,3,62.0
2020-04-07,h_20,238.0,204,45,529,4,-11.0
2020-04-07,f_30,229.0,384,59,859,11,-214.0
2020-04-07,h_30,225.0,533,169,970,18,-477.0
2020-04-07,f_40,247.0,844,150,1227,37,-747.0
2020-04-07,h_40,240.0,1172,430,1385,57,-1362.0
2020-04-07,f_50,263.0,1752,392,1800,129,-1881.0
2020-04-07,h_50,259.0,2435,1122,2033,203,-3298.0
2020-04-07,f_60,255.0,2616,600,1743,316,-2961.0
2020-04-07,h_60,238.0,3636,1716,1969,498,-5114.0
2020-04-07,f_70,227.0,2860,487,1481,677,-3120.0
2020-04-07,h_70,204.0,3973,1393,1672,1065,-5162.0
2020-04-07,f_80,78.0,3701,81,1197,1560,-3704.0
2020-04-07,h_80,40.0,5142,230,1353,2454,-5332.0
2020-04-08,f_0,440.0,69,13,223,0,358.0
2020-04-08,h_0,467.0,93,35,254,1,339.0
2020-04-08,f_20,217.0,150,16,496,2,51.0
2020-04-08,h_20,230.0,204,44,566,4,-18.0
2020-04-08,f_30,221.0,386,61,922,14,-226.0
2020-04-08,h_30,217.0,527,173,1051,21,-483.0
2020-04-08,f_40,238.0,839,151,1328,39,-752.0
2020-04-08,h_40,232.0,1144,429,1513,60,-1341.0
2020-04-08,f_50,254.0,1763,394,1951,141,-1903.0
2020-04-08,h_50,250.0,2403,1117,2223,221,-3270.0
2020-04-08,f_60,246.0,2625,606,1935,338,-2985.0
2020-04-08,h_60,230.0,3578,1714,2204,530,-5062.0
2020-04-08,f_70,219.0,2905,494,1648,728,-3180.0
2020-04-08,h_70,197.0,3958,1399,1878,1141,-5160.0
2020-04-08,f_80,76.0,3924,80,1333,1686,-3928.0
2020-04-08,h_80,39.0,5347,225,1518,2645,-5533.0
2020-04-09,f_0,452.0,67,11,243,0,374.0
2020-04-09,h_0,480.0,90,30,278,1,360.0
2020-04-09,f_20,223.0,152,17,520,3,54.0
2020-04-09,h_20,236.0,202,47,595,5,-13.0
2020-04-09,f_30,227.0,394,60,970,15,-227.0
2020-04-09,h_30,223.0,525,169,1111,23,-471.0
2020-04-09,f_40,245.0,823,148,1433,42,-726.0
2020-04-09,h_40,238.0,1096,421,1641,65,-1279.0
2020-04-09,f_50,261.0,1740,382,2118,148,-1861.0
2020-04-09,h_50,257.0,2318,1081,2426,234,-3142.0
2020-04-09,f_60,253.0,2635,604,2127,354,-2986.0
2020-04-09,h_60,236.0,3509,1710,2437,557,-4983.0
2020-04-09,f_70,225.0,2963,491,1822,764,-3229.0
2020-04-09,h_70,202.0,3946,1390,2088,1204,-5134.0
2020-04-09,f_80,78.0,4221,80,1480,1773,-4223.0
2020-04-09,h_80,40.0,5623,227,1696,2794,-5810.0
2020-04-10,f_0,499.0,71,11,252,1,417.0
2020-04-10,h_0,530.0,92,30,292,1,408.0
2020-04-10,f_20,246.0,153,15,536,3,78.0
2020-04-10,h_20,261.0,198,42,622,5,21.0
2020-04-10,f_30,251.0,397,57,1010,16,-203.0
2020-04-10,h_30,246.0,513,160,1174,26,-427.0
2020-04-10,f_40,270.0,827,147,1501,45,-704.0
2020-04-10,h_40,263.0,1069,412,1743,70,-1218.0
2020-04-10,f_50,288.0,1760,387,2257,158,-1859.0
2020-04-10,h_50,284.0,2277,1081,2623,247,-3074.0
2020-04-10,f_60,279.0,2675,603,2293,375,-2999.0
2020-04-10,h_60,261.0,3460,1685,2663,589,-4884.0
2020-04-10,f_70,248.0,3053,493,1964,813,-3298.0
2020-04-10,h_70,223.0,3949,1375,2281,1275,-5101.0
2020-04-10,f_80,86.0,4499,82,1614,1911,-4495.0
2020-04-10,h_80,44.0,5821,228,1876,2999,-6005.0
2020-04-11,f_0,505.0,75,11,259,1,419.0
2020-04-11,h_0,537.0,95,29,304,1,413.0
2020-04-11,f_20,249.0,153,16,556,4,80.0
2020-04-11,h_20,264.0,195,43,651,5,26.0
2020-04-11,f_30,254.0,390,57,1049,18,-193.0
2020-04-11,h_30,250.0,495,161,1229,27,-406.0
2020-04-11,f_40,274.0,810,142,1571,46,-678.0
2020-04-11,h_40,267.0,1029,399,1842,72,-1161.0
2020-04-11,f_50,292.0,1743,377,2370,166,-1828.0
2020-04-11,h_50,288.0,2214,1057,2778,258,-2983.0
2020-04-11,f_60,283.0,2667,594,2423,396,-2978.0
2020-04-11,h_60,264.0,3389,1663,2840,617,-4788.0
2020-04-11,f_70,252.0,3079,482,2079,844,-3309.0
